date,Temp.,Humid.,Light,CO2
2015-02-02 16:13:00,22.91,28.1,429.0,1088.2
2015-02-02 16:14:00,22.89,28.1,429.0,1087.5
2015-02-02 16:14:59,22.89,27.96,432.0,1079.2
2015-02-02 16:15:59,22.86,27.84,432.75,1077.25
2015-02-02 16:17:00,22.87,27.68,439.0,1064.17
2015-02-02 16:18:00,22.87,27.6,429.0,1056.4
2015-02-02 16:19:00,22.89,27.6,432.75,1043.6
2015-02-02 16:20:00,22.82,27.44,432.75,1039.5
2015-02-02 16:21:00,22.84,27.37,436.5,1028.67
2015-02-02 16:21:59,22.79,27.36,438.0,1020.4
2015-02-02 16:23:00,22.79,27.2,444.0,1018.0
2015-02-02 16:24:00,22.79,27.17,435.43,1015.14
2015-02-02 16:25:00,22.79,27.07,434.0,1006.33
2015-02-02 16:25:59,22.79,27.02,432.0,1002.6
2015-02-02 16:27:00,22.77,26.93,438.0,993.2
2015-02-02 16:27:59,22.76,26.82,439.0,983.33
2015-02-02 16:28:59,22.7,26.75,432.0,976.2
2015-02-02 16:30:00,22.72,26.7,432.75,980.75
2015-02-02 16:31:00,22.7,26.68,434.0,971.33
2015-02-02 16:32:00,22.7,26.53,444.0,966.67
2015-02-02 16:33:00,22.7,26.46,444.0,963.0
2015-02-02 16:34:00,22.7,26.44,441.5,952.33
2015-02-02 16:34:59,22.7,26.34,444.0,948.0
2015-02-02 16:36:00,22.7,26.26,444.0,945.0
2015-02-02 16:37:00,22.7,26.2,441.0,941.6
2015-02-02 16:38:00,22.7,26.16,438.0,929.8
2015-02-02 16:38:59,22.7,26.02,441.0,923.8
2015-02-02 16:40:00,22.7,26.1,440.25,919.0
2015-02-02 16:40:59,22.7,26.0,439.0,918.25
2015-02-02 16:41:59,22.7,25.93,438.0,919.4
2015-02-02 16:43:00,22.7,25.93,439.0,927.33
2015-02-02 16:44:00,22.7,25.82,432.75,920.25
2015-02-02 16:45:00,22.68,25.77,432.0,902.4
2015-02-02 16:46:00,22.64,25.7,429.0,904.4
2015-02-02 16:46:59,22.6,25.58,429.0,897.0
2015-02-02 16:47:59,22.67,25.6,429.0,892.0
2015-02-02 16:49:00,22.6,25.52,433.5,882.5
2015-02-02 16:50:00,22.62,25.48,436.2,887.2
2015-02-02 16:51:00,22.62,25.55,442.5,889.25
2015-02-02 16:52:00,22.6,25.39,443.4,889.2
2015-02-02 16:53:00,22.65,25.42,438.0,880.75
2015-02-02 16:53:59,22.6,25.27,442.5,868.75
2015-02-02 16:54:59,22.6,25.22,439.8,861.0
2015-02-02 16:56:00,22.6,25.2,439.8,860.6
2015-02-02 16:57:00,22.6,25.2,435.5,864.0
2015-02-02 16:58:00,22.6,25.15,430.75,859.0
2015-02-02 16:59:00,22.6,25.14,440.6,854.4
2015-02-02 16:59:59,22.6,25.15,428.2,847.4
2015-02-02 17:00:59,22.6,25.04,432.2,837.2
2015-02-02 17:02:00,22.6,25.05,431.75,834.75
2015-02-02 17:03:00,22.6,25.06,429.2,832.4
2015-02-02 17:04:00,22.6,25.0,433.0,832.0
2015-02-02 17:05:00,22.6,25.0,433.0,836.25
2015-02-02 17:06:00,22.6,25.0,428.2,832.6
2015-02-02 17:06:59,22.6,25.02,428.25,821.5
2015-02-02 17:08:00,22.6,25.1,425.4,832.4
2015-02-02 17:09:00,22.6,25.08,429.2,832.4
2015-02-02 17:10:00,22.56,25.02,433.0,830.75
2015-02-02 17:10:59,22.58,25.08,433.0,821.5
2015-02-02 17:12:00,22.58,25.08,433.0,818.25
2015-02-02 17:12:59,22.56,24.91,433.0,819.8
2015-02-02 17:13:59,22.55,25.2,433.0,822.5
2015-02-02 17:15:00,22.6,24.92,433.0,818.0
2015-02-02 17:16:00,22.58,25.06,433.0,812.8
2015-02-02 17:17:00,22.57,24.91,433.0,816.5
2015-02-02 17:18:00,22.52,24.94,433.0,822.25
2015-02-02 17:19:00,22.54,24.89,433.0,825.0
2015-02-02 17:19:59,22.5,24.86,433.0,816.5
2015-02-02 17:21:00,22.5,24.92,433.0,811.5
2015-02-02 17:22:00,22.5,24.91,433.0,811.0
2015-02-02 17:23:00,22.56,24.81,433.0,812.2
2015-02-02 17:23:59,22.52,24.89,426.0,814.25
2015-02-02 17:25:00,22.52,24.98,430.2,824.0
2015-02-02 17:25:59,22.58,25.08,433.0,834.5
2015-02-02 17:26:59,22.6,25.0,433.0,837.0
2015-02-02 17:28:00,22.6,25.02,433.0,841.17
2015-02-02 17:29:00,22.6,25.04,433.0,845.33
2015-02-02 17:30:00,22.6,25.1,433.0,854.75
2015-02-02 17:31:00,22.6,25.1,428.33,850.33
2015-02-02 17:31:59,22.6,25.08,424.6,845.4
2015-02-02 17:32:59,22.6,25.17,433.0,854.33
2015-02-02 17:34:00,22.6,25.07,428.33,849.33
2015-02-02 17:35:00,22.6,25.2,422.5,853.0
2015-02-02 17:36:00,22.6,25.2,423.67,853.0
2015-02-02 17:37:00,22.54,25.16,424.6,852.0
2015-02-02 17:38:00,22.54,25.16,427.4,853.6
2015-02-02 17:38:59,22.54,25.14,421.8,845.6
2015-02-02 17:39:59,22.52,25.1,426.0,834.25
2015-02-02 17:41:00,22.5,25.04,421.8,826.4
2015-02-02 17:42:00,22.5,25.0,419.0,819.6
2015-02-02 17:43:00,22.5,25.0,419.0,829.6
2015-02-02 17:44:00,22.5,25.0,419.0,824.0
2015-02-02 17:44:59,22.5,24.91,419.0,814.2
2015-02-02 17:45:59,22.5,24.89,419.0,813.5
2015-02-02 17:47:00,22.5,24.89,419.0,813.8
2015-02-02 17:48:00,22.5,24.89,419.0,811.0
2015-02-02 17:49:00,22.48,24.87,419.0,804.6
2015-02-02 17:50:00,22.46,24.83,419.0,807.8
2015-02-02 17:51:00,22.5,24.86,419.0,802.33
2015-02-02 17:51:59,22.42,24.75,419.0,796.75
2015-02-02 17:53:00,22.46,24.81,419.0,794.4
2015-02-02 17:54:00,22.39,24.7,419.0,790.6
2015-02-02 17:55:00,22.42,24.72,419.0,789.75
2015-02-02 17:55:59,22.39,24.7,419.0,782.2
2015-02-02 17:57:00,22.39,24.72,419.0,772.25
2015-02-02 17:57:59,22.39,24.72,419.0,772.92
2015-02-02 17:58:59,22.39,24.71,419.0,773.6
2015-02-02 18:00:00,22.39,24.62,419.0,773.75
2015-02-02 18:01:00,22.39,24.75,416.2,771.8
2015-02-02 18:02:00,22.39,24.91,418.6,782.8
2015-02-02 18:03:00,22.39,25.24,415.0,796.5
2015-02-02 18:04:00,22.39,25.09,310.25,809.0
2015-02-02 18:04:59,22.39,25.0,0.0,805.5
2015-02-02 18:06:00,22.35,24.98,0.0,791.4
2015-02-02 18:07:00,22.32,25.0,0.0,779.33
2015-02-02 18:08:00,22.36,24.97,0.0,780.75
2015-02-02 18:08:59,22.32,24.89,0.0,781.75
2015-02-02 18:10:00,22.29,24.92,0.0,781.0
2015-02-02 18:10:59,22.29,24.91,0.0,778.4
2015-02-02 18:11:59,22.26,24.86,0.0,769.33
2015-02-02 18:13:00,22.25,24.85,0.0,766.5
2015-02-02 18:14:00,22.23,24.79,0.0,763.25
2015-02-02 18:15:00,22.26,24.82,0.0,762.33
2015-02-02 18:16:00,22.2,24.79,0.0,761.5
2015-02-02 18:16:59,22.2,24.79,0.0,761.0
2015-02-02 18:17:59,22.2,24.74,0.0,757.0
2015-02-02 18:19:00,22.2,24.79,0.0,752.33
2015-02-02 18:20:00,22.13,24.7,0.0,748.67
2015-02-02 18:21:00,22.1,24.7,0.0,746.25
2015-02-02 18:22:00,22.15,24.72,0.0,745.25
2015-02-02 18:23:00,22.1,24.7,0.0,740.67
2015-02-02 18:23:59,22.1,24.7,0.0,738.0
2015-02-02 18:24:59,22.13,24.7,0.0,732.67
2015-02-02 18:26:00,22.1,24.7,0.0,727.0
2015-02-02 18:27:00,22.1,24.68,0.0,716.0
2015-02-02 18:28:00,22.07,24.67,0.0,723.25
2015-02-02 18:29:00,22.07,24.67,0.0,718.33
2015-02-02 18:29:59,22.0,24.58,0.0,716.6
2015-02-02 18:30:59,21.98,24.6,0.0,714.0
2015-02-02 18:32:00,21.98,24.56,0.0,714.2
2015-02-02 18:33:00,21.94,24.6,0.0,715.0
2015-02-02 18:34:00,21.93,24.5,0.0,706.67
2015-02-02 18:35:00,21.89,24.5,0.0,706.0
2015-02-02 18:36:00,21.89,24.52,0.0,698.75
2015-02-02 18:36:59,21.89,24.5,0.0,692.5
2015-02-02 18:38:00,21.89,24.5,0.0,694.75
2015-02-02 18:39:00,21.82,24.42,0.0,697.25
2015-02-02 18:40:00,21.82,24.46,0.0,692.0
2015-02-02 18:40:59,21.79,24.39,0.0,691.0
2015-02-02 18:42:00,21.79,24.39,0.0,689.75
2015-02-02 18:42:59,21.79,24.39,0.0,689.0
2015-02-02 18:43:59,21.77,24.39,0.0,687.0
2015-02-02 18:45:00,21.77,24.36,0.0,679.75
2015-02-02 18:46:00,21.75,24.35,0.0,668.4
2015-02-02 18:47:00,21.7,24.29,0.0,665.67
2015-02-02 18:48:00,21.7,24.29,0.0,664.75
2015-02-02 18:49:00,21.7,24.29,0.0,668.0
2015-02-02 18:49:59,21.7,24.29,0.0,661.25
2015-02-02 18:51:00,21.64,24.24,0.0,658.2
2015-02-02 18:52:00,21.6,24.2,0.0,656.0
2015-02-02 18:53:00,21.6,24.2,0.0,654.8
2015-02-02 18:53:59,21.6,24.22,0.0,653.75
2015-02-02 18:55:00,21.5,24.26,0.0,650.33
2015-02-02 18:55:59,21.5,24.2,0.0,650.75
2015-02-02 18:56:59,21.55,24.2,0.0,648.25
2015-02-02 18:58:00,21.5,24.2,0.0,640.33
2015-02-02 18:59:00,21.5,24.2,0.0,638.0
2015-02-02 19:00:00,21.5,24.2,0.0,636.25
2015-02-02 19:01:00,21.5,24.2,0.0,636.33
2015-02-02 19:01:59,21.5,24.15,0.0,635.75
2015-02-02 19:02:59,21.5,24.18,0.0,635.5
2015-02-02 19:04:00,21.5,24.12,0.0,627.5
2015-02-02 19:05:00,21.5,24.15,0.0,626.25
2015-02-02 19:06:00,21.5,24.12,0.0,621.5
2015-02-02 19:07:00,21.5,24.1,0.0,621.75
2015-02-02 19:08:00,21.5,24.1,0.0,620.67
2015-02-02 19:08:59,21.5,24.1,0.0,617.0
2015-02-02 19:09:59,21.5,24.1,0.0,612.75
2015-02-02 19:11:00,21.47,24.08,0.0,614.5
2015-02-02 19:12:00,21.39,24.0,0.0,617.33
2015-02-02 19:13:00,21.43,23.93,0.0,614.25
2015-02-02 19:14:00,21.39,23.97,0.0,610.75
2015-02-02 19:14:59,21.39,23.92,0.0,603.0
2015-02-02 19:15:59,21.39,23.94,0.0,603.5
2015-02-02 19:17:00,21.36,23.89,0.0,602.0
2015-02-02 19:18:00,21.32,24.0,0.0,605.67
2015-02-02 19:19:00,21.34,23.97,0.0,604.5
2015-02-02 19:20:00,21.32,23.97,0.0,599.0
2015-02-02 19:21:00,21.36,24.0,0.0,600.0
2015-02-02 19:21:59,21.39,23.97,0.0,596.5
2015-02-02 19:23:00,21.32,23.89,0.0,597.5
2015-02-02 19:24:00,21.29,23.94,0.0,594.0
2015-02-02 19:25:00,21.29,23.97,0.0,590.5
2015-02-02 19:25:59,21.29,23.89,0.0,586.67
2015-02-02 19:27:00,21.29,23.93,0.0,588.0
2015-02-02 19:27:59,21.29,23.89,0.0,585.5
2015-02-02 19:28:59,21.29,23.89,0.0,584.5
2015-02-02 19:30:00,21.25,23.85,0.0,587.2
2015-02-02 19:31:00,21.23,23.82,0.0,585.0
2015-02-02 19:32:00,21.22,23.81,0.0,579.4
2015-02-02 19:33:00,21.2,23.79,0.0,579.33
2015-02-02 19:34:00,21.2,23.79,0.0,581.6
2015-02-02 19:34:59,21.2,23.79,0.0,581.67
2015-02-02 19:36:00,21.2,23.79,0.0,577.5
2015-02-02 19:37:00,21.2,23.79,0.0,577.33
2015-02-02 19:38:00,21.2,23.77,0.0,574.25
2015-02-02 19:38:59,21.2,23.74,0.0,569.0
2015-02-02 19:40:00,21.2,23.76,0.0,565.33
2015-02-02 19:40:59,21.2,23.7,0.0,561.4
2015-02-02 19:41:59,21.2,23.79,0.0,567.33
2015-02-02 19:43:00,21.18,23.7,0.0,565.33
2015-02-02 19:44:00,21.17,23.7,0.0,563.5
2015-02-02 19:45:00,21.12,23.68,0.0,559.0
2015-02-02 19:46:00,21.1,23.65,0.0,559.5
2015-02-02 19:46:59,21.12,23.65,0.0,550.5
2015-02-02 19:47:59,21.1,23.6,0.0,553.0
2015-02-02 19:49:00,21.13,23.6,0.0,552.0
2015-02-02 19:50:00,21.1,23.6,0.0,553.25
2015-02-02 19:51:00,21.1,23.6,0.0,545.75
2015-02-02 19:52:00,21.1,23.6,0.0,548.0
2015-02-02 19:53:00,21.1,23.6,0.0,547.0
2015-02-02 19:53:59,21.1,23.58,0.0,545.75
2015-02-02 19:54:59,21.1,23.53,0.0,544.0
2015-02-02 19:56:00,21.1,23.47,0.0,545.5
2015-02-02 19:57:00,21.1,23.47,0.0,547.0
2015-02-02 19:58:00,21.1,23.5,0.0,545.25
2015-02-02 19:59:00,21.1,23.5,0.0,541.25
2015-02-02 19:59:59,21.12,23.5,0.0,540.75
2015-02-02 20:00:59,21.1,23.5,0.0,533.33
2015-02-02 20:02:00,21.13,23.5,0.0,528.0
2015-02-02 20:03:00,21.1,23.39,0.0,537.75
2015-02-02 20:04:00,21.1,23.47,0.0,539.5
2015-02-02 20:05:00,21.1,23.5,0.0,535.25
2015-02-02 20:06:00,21.1,23.5,0.0,537.25
2015-02-02 20:06:59,21.1,23.5,0.0,535.25
2015-02-02 20:08:00,21.1,23.5,0.0,533.4
2015-02-02 20:09:00,21.1,23.5,0.0,524.5
2015-02-02 20:10:00,21.1,23.43,0.0,524.8
2015-02-02 20:10:59,21.1,23.39,0.0,522.67
2015-02-02 20:12:00,21.1,23.39,0.0,521.0
2015-02-02 20:12:59,21.12,23.39,0.0,519.75
2015-02-02 20:13:59,21.1,23.39,0.0,523.0
2015-02-02 20:15:00,21.1,23.39,0.0,523.0
2015-02-02 20:16:00,21.1,23.39,0.0,519.0
2015-02-02 20:17:00,21.1,23.36,0.0,519.5
2015-02-02 20:18:00,21.1,23.39,0.0,519.75
2015-02-02 20:19:00,21.1,23.36,0.0,520.0
2015-02-02 20:19:59,21.1,23.33,0.0,524.6
2015-02-02 20:21:00,21.08,23.32,0.0,520.25
2015-02-02 20:22:00,21.08,23.34,0.0,519.0
2015-02-02 20:23:00,21.1,23.29,0.0,523.2
2015-02-02 20:23:59,21.03,23.29,0.0,517.67
2015-02-02 20:25:00,21.02,23.29,0.0,514.2
2015-02-02 20:25:59,21.02,23.29,0.0,516.5
2015-02-02 20:26:59,21.0,23.29,0.0,521.0
2015-02-02 20:28:00,21.0,23.29,0.0,520.0
2015-02-02 20:29:00,21.0,23.25,0.0,517.8
2015-02-02 20:30:00,21.0,23.26,0.0,514.33
2015-02-02 20:31:00,21.0,23.27,0.0,516.75
2015-02-02 20:31:59,21.0,23.29,0.0,520.75
2015-02-02 20:32:59,21.0,23.29,0.0,519.33
2015-02-02 20:34:00,21.0,23.29,0.0,519.0
2015-02-02 20:35:00,21.0,23.29,0.0,509.75
2015-02-02 20:36:00,21.0,23.29,0.0,508.5
2015-02-02 20:37:00,20.97,23.29,0.0,504.5
2015-02-02 20:38:00,21.0,23.29,0.0,506.5
2015-02-02 20:38:59,20.97,23.29,0.0,509.0
2015-02-02 20:39:59,20.96,23.29,0.0,507.25
2015-02-02 20:41:00,21.0,23.29,0.0,509.33
2015-02-02 20:42:00,20.89,23.2,0.0,509.67
2015-02-02 20:43:00,20.89,23.24,0.0,508.25
2015-02-02 20:44:00,20.89,23.22,0.0,510.25
2015-02-02 20:44:59,20.89,23.25,0.0,504.0
2015-02-02 20:45:59,20.89,23.26,0.0,499.33
2015-02-02 20:47:00,20.89,23.22,0.0,495.0
2015-02-02 20:48:00,20.89,23.2,0.0,496.25
2015-02-02 20:49:00,20.89,23.2,0.0,494.75
2015-02-02 20:50:00,20.89,23.2,0.0,492.5
2015-02-02 20:51:00,20.89,23.2,0.0,494.25
2015-02-02 20:51:59,20.89,23.2,0.0,492.33
2015-02-02 20:53:00,20.89,23.12,0.0,493.75
2015-02-02 20:54:00,20.89,23.12,0.0,484.75
2015-02-02 20:55:00,20.89,23.1,0.0,489.25
2015-02-02 20:55:59,20.89,23.1,0.0,494.5
2015-02-02 20:57:00,20.89,23.1,0.0,495.67
2015-02-02 20:57:59,20.89,23.1,0.0,501.5
2015-02-02 20:58:59,20.89,23.1,0.0,499.67
2015-02-02 21:00:00,20.89,23.1,0.0,492.5
2015-02-02 21:01:00,20.89,23.1,0.0,494.25
2015-02-02 21:02:00,20.89,23.1,0.0,494.0
2015-02-02 21:03:00,20.97,23.1,0.0,489.25
2015-02-02 21:04:00,20.92,23.1,0.0,490.0
2015-02-02 21:04:59,20.89,23.1,0.0,495.5
2015-02-02 21:06:00,20.89,23.05,0.0,498.0
2015-02-02 21:07:00,20.89,23.05,0.0,495.0
2015-02-02 21:08:00,20.91,23.0,0.0,490.2
2015-02-02 21:08:59,20.93,23.0,0.0,492.33
2015-02-02 21:10:00,20.89,23.0,0.0,491.67
2015-02-02 21:10:59,20.89,22.96,0.0,488.0
2015-02-02 21:11:59,20.93,22.93,0.0,488.0
2015-02-02 21:13:00,20.89,23.0,0.0,485.0
2015-02-02 21:14:00,20.89,23.0,0.0,490.0
2015-02-02 21:15:00,20.92,22.97,0.0,489.5
2015-02-02 21:16:00,20.89,22.94,0.0,485.25
2015-02-02 21:16:59,20.89,22.89,0.0,485.67
2015-02-02 21:17:59,20.92,22.94,0.0,485.0
2015-02-02 21:19:00,20.89,22.96,0.0,485.2
2015-02-02 21:20:00,20.94,22.89,0.0,484.0
2015-02-02 21:21:00,20.89,22.92,0.0,483.0
2015-02-02 21:22:00,20.89,22.89,0.0,481.0
2015-02-02 21:23:00,20.89,22.89,0.0,476.5
2015-02-02 21:23:59,20.89,22.89,0.0,475.0
2015-02-02 21:24:59,20.89,22.89,0.0,476.0
2015-02-02 21:26:00,20.89,22.89,0.0,478.5
2015-02-02 21:27:00,20.89,22.89,0.0,481.0
2015-02-02 21:28:00,20.89,22.89,0.0,483.0
2015-02-02 21:29:00,20.86,22.86,0.0,480.25
2015-02-02 21:29:59,20.89,22.89,0.0,480.25
2015-02-02 21:30:59,20.89,22.86,0.0,470.75
2015-02-02 21:32:00,20.89,22.89,0.0,474.75
2015-02-02 21:33:00,20.89,22.86,0.0,482.25
2015-02-02 21:34:00,20.89,22.89,0.0,480.33
2015-02-02 21:35:00,20.89,22.89,0.0,480.0
2015-02-02 21:36:00,20.89,22.84,0.0,481.5
2015-02-02 21:36:59,20.89,22.84,0.0,483.5
2015-02-02 21:38:00,20.89,22.79,0.0,475.6
2015-02-02 21:39:00,20.89,22.76,0.0,475.33
2015-02-02 21:40:00,20.89,22.82,0.0,477.67
2015-02-02 21:40:59,20.89,22.79,0.0,475.75
2015-02-02 21:42:00,20.89,22.79,0.0,479.17
2015-02-02 21:42:59,20.86,22.77,0.0,475.0
2015-02-02 21:43:59,20.86,22.77,0.0,474.0
2015-02-02 21:45:00,20.89,22.79,0.0,477.33
2015-02-02 21:46:00,20.89,22.79,0.0,473.0
2015-02-02 21:47:00,20.89,22.77,0.0,470.0
2015-02-02 21:48:00,20.86,22.68,0.0,468.75
2015-02-02 21:49:00,20.87,22.72,0.0,471.4
2015-02-02 21:49:59,20.89,22.7,0.0,471.0
2015-02-02 21:51:00,20.89,22.7,0.0,468.0
2015-02-02 21:52:00,20.85,22.68,0.0,468.6
2015-02-02 21:53:00,20.81,22.62,0.0,467.4
2015-02-02 21:53:59,20.79,22.6,0.0,469.0
2015-02-02 21:55:00,20.79,22.65,0.0,471.25
2015-02-02 21:55:59,20.82,22.73,0.0,470.67
2015-02-02 21:56:59,20.79,22.6,0.0,466.75
2015-02-02 21:58:00,20.79,22.64,0.0,466.8
2015-02-02 21:59:00,20.79,22.7,0.0,468.75
2015-02-02 22:00:00,20.79,22.65,0.0,467.5
2015-02-02 22:01:00,20.79,22.63,0.0,469.67
2015-02-02 22:01:59,20.79,22.7,0.0,469.75
2015-02-02 22:02:59,20.79,22.6,0.0,469.75
2015-02-02 22:04:00,20.79,22.6,0.0,467.25
2015-02-02 22:05:00,20.77,22.6,0.0,461.4
2015-02-02 22:06:00,20.79,22.6,0.0,469.25
2015-02-02 22:07:00,20.79,22.62,0.0,468.0
2015-02-02 22:08:00,20.73,22.6,0.0,469.0
2015-02-02 22:08:59,20.79,22.6,0.0,467.25
2015-02-02 22:09:59,20.79,22.6,0.0,467.4
2015-02-02 22:11:00,20.79,22.6,0.0,467.67
2015-02-02 22:12:00,20.74,22.6,0.0,471.5
2015-02-02 22:13:00,20.76,22.6,0.0,471.67
2015-02-02 22:14:00,20.72,22.6,0.0,464.75
2015-02-02 22:14:59,20.72,22.6,0.0,461.75
2015-02-02 22:15:59,20.72,22.6,0.0,458.5
